Date,Visitor,PTS_Visitor,Home,PTS_Home,Box_Score,OT,Winner
2023-10-24,Los Angeles Lakers,107,Denver Nuggets,119,/boxscores/202310240DEN.html,,Denver Nuggets
2023-10-24,Phoenix Suns,108,Golden State Warriors,104,/boxscores/202310240GSW.html,,Phoenix Suns
2023-10-25,Houston Rockets,86,Orlando Magic,116,/boxscores/202310250ORL.html,,Orlando Magic
2023-10-25,Boston Celtics,108,New York Knicks,104,/boxscores/202310250NYK.html,,Boston Celtics
2023-10-25,Washington Wizards,120,Indiana Pacers,143,/boxscores/202310250IND.html,,Indiana Pacers
2023-10-25,Atlanta Hawks,110,Charlotte Hornets,116,/boxscores/202310250CHO.html,,Charlotte Hornets
2023-10-25,Detroit Pistons,102,Miami Heat,103,/boxscores/202310250MIA.html,,Miami Heat
2023-10-25,Minnesota Timberwolves,94,Toronto Raptors,97,/boxscores/202310250TOR.html,,Toronto Raptors
2023-10-25,Cleveland Cavaliers,114,Brooklyn Nets,113,/boxscores/202310250BRK.html,,Cleveland Cavaliers
2023-10-25,New Orleans Pelicans,111,Memphis Grizzlies,104,/boxscores/202310250MEM.html,,New Orleans Pelicans
2023-10-25,Oklahoma City Thunder,124,Chicago Bulls,104,/boxscores/202310250CHI.html,,Oklahoma City Thunder
2023-10-25,Sacramento Kings,130,Utah Jazz,114,/boxscores/202310250UTA.html,,Sacramento Kings
2023-10-25,Dallas Mavericks,126,San Antonio Spurs,119,/boxscores/202310250SAS.html,,Dallas Mavericks
2023-10-25,Portland Trail Blazers,111,Los Angeles Clippers,123,/boxscores/202310250LAC.html,,Los Angeles Clippers
2023-10-26,Philadelphia 76ers,117,Milwaukee Bucks,118,/boxscores/202310260MIL.html,,Milwaukee Bucks
2023-10-26,Phoenix Suns,95,Los Angeles Lakers,100,/boxscores/202310260LAL.html,,Los Angeles Lakers
2023-10-27,Denver Nuggets,108,Memphis Grizzlies,104,/boxscores/202310270MEM.html,,Denver Nuggets
2023-10-27,Detroit Pistons,111,Charlotte Hornets,99,/boxscores/202310270CHO.html,,Detroit Pistons
2023-10-27,New York Knicks,126,Atlanta Hawks,120,/boxscores/202310270ATL.html,,New York Knicks
2023-10-27,Oklahoma City Thunder,108,Cleveland Cavaliers,105,/boxscores/202310270CLE.html,,Oklahoma City Thunder
2023-10-27,Miami Heat,111,Boston Celtics,119,/boxscores/202310270BOS.html,,Boston Celtics
2023-10-27,Toronto Raptors,103,Chicago Bulls,104,/boxscores/202310270CHI.html,OT,Chicago Bulls
2023-10-27,Houston Rockets,122,San Antonio Spurs,126,/boxscores/202310270SAS.html,OT,San Antonio Spurs
2023-10-27,Brooklyn Nets,120,Dallas Mavericks,125,/boxscores/202310270DAL.html,,Dallas Mavericks
2023-10-27,Los Angeles Clippers,118,Utah Jazz,120,/boxscores/202310270UTA.html,,Utah Jazz
2023-10-27,Orlando Magic,102,Portland Trail Blazers,97,/boxscores/202310270POR.html,,Orlando Magic
2023-10-27,Golden State Warriors,122,Sacramento Kings,114,/boxscores/202310270SAC.html,,Golden State Warriors
2023-10-28,Chicago Bulls,102,Detroit Pistons,118,/boxscores/202310280DET.html,,Detroit Pistons
2023-10-28,Memphis Grizzlies,106,Washington Wizards,113,/boxscores/202310280WAS.html,,Washington Wizards
2023-10-28,New York Knicks,87,New Orleans Pelicans,96,/boxscores/202310280NOP.html,,New Orleans Pelicans
2023-10-28,Indiana Pacers,125,Cleveland Cavaliers,113,/boxscores/202310280CLE.html,,Indiana Pacers
2023-10-28,Philadelphia 76ers,114,Toronto Raptors,107,/boxscores/202310280TOR.html,,Philadelphia 76ers
2023-10-28,Miami Heat,90,Minnesota Timberwolves,106,/boxscores/202310280MIN.html,,Minnesota Timberwolves
2023-10-28,Utah Jazz,104,Phoenix Suns,126,/boxscores/202310280PHO.html,,Phoenix Suns
2023-10-29,Denver Nuggets,128,Oklahoma City Thunder,95,/boxscores/202310290OKC.html,,Denver Nuggets
2023-10-29,Golden State Warriors,106,Houston Rockets,95,/boxscores/202310290HOU.html,,Golden State Warriors
2023-10-29,Atlanta Hawks,127,Milwaukee Bucks,110,/boxscores/202310290MIL.html,,Atlanta Hawks
2023-10-29,Portland Trail Blazers,98,Philadelphia 76ers,126,/boxscores/202310290PHI.html,,Philadelphia 76ers
2023-10-29,San Antonio Spurs,83,Los Angeles Clippers,123,/boxscores/202310290LAC.html,,Los Angeles Clippers
2023-10-29,Los Angeles Lakers,127,Sacramento Kings,132,/boxscores/202310290SAC.html,OT,Sacramento Kings
2023-10-30,Chicago Bulls,112,Indiana Pacers,105,/boxscores/202310300IND.html,,Chicago Bulls
2023-10-30,Boston Celtics,126,Washington Wizards,107,/boxscores/202310300WAS.html,,Boston Celtics
2023-10-30,Brooklyn Nets,133,Charlotte Hornets,121,/boxscores/202310300CHO.html,,Brooklyn Nets
2023-10-30,Portland Trail Blazers,99,Toronto Raptors,91,/boxscores/202310300TOR.html,,Portland Trail Blazers
2023-10-30,Minnesota Timberwolves,113,Atlanta Hawks,127,/boxscores/202310300ATL.html,,Atlanta Hawks
2023-10-30,Dallas Mavericks,125,Memphis Grizzlies,110,/boxscores/202310300MEM.html,,Dallas Mavericks
2023-10-30,Miami Heat,114,Milwaukee Bucks,122,/boxscores/202310300MIL.html,,Milwaukee Bucks
2023-10-30,Golden State Warriors,130,New Orleans Pelicans,102,/boxscores/202310300NOP.html,,Golden State Warriors
2023-10-30,Detroit Pistons,112,Oklahoma City Thunder,124,/boxscores/202310300OKC.html,,Oklahoma City Thunder
2023-10-30,Utah Jazz,102,Denver Nuggets,110,/boxscores/202310300DEN.html,,Denver Nuggets
2023-10-30,Orlando Magic,103,Los Angeles Lakers,106,/boxscores/202310300LAL.html,,Los Angeles Lakers
2023-10-31,New York Knicks,109,Cleveland Cavaliers,91,/boxscores/202310310CLE.html,,New York Knicks
2023-10-31,San Antonio Spurs,115,Phoenix Suns,114,/boxscores/202310310PHO.html,,San Antonio Spurs
2023-10-31,Orlando Magic,102,Los Angeles Clippers,118,/boxscores/202310310LAC.html,,Los Angeles Clippers
2023-11-01,Portland Trail Blazers,110,Detroit Pistons,101,/boxscores/202311010DET.html,,Portland Trail Blazers
2023-11-01,Milwaukee Bucks,111,Toronto Raptors,130,/boxscores/202311010TOR.html,,Toronto Raptors
2023-11-01,Washington Wizards,121,Atlanta Hawks,130,/boxscores/202311010ATL.html,,Atlanta Hawks
2023-11-01,Indiana Pacers,104,Boston Celtics,155,/boxscores/202311010BOS.html,,Boston Celtics
2023-11-01,Brooklyn Nets,109,Miami Heat,105,/boxscores/202311010MIA.html,,Brooklyn Nets
2023-11-01,Cleveland Cavaliers,95,New York Knicks,89,/boxscores/202311010NYK.html,,Cleveland Cavaliers
2023-11-01,New Orleans Pelicans,110,Oklahoma City Thunder,106,/boxscores/202311010OKC.html,,New Orleans Pelicans
2023-11-01,Charlotte Hornets,119,Houston Rockets,128,/boxscores/202311010HOU.html,,Houston Rockets
2023-11-01,Denver Nuggets,89,Minnesota Timberwolves,110,/boxscores/202311010MIN.html,,Minnesota Timberwolves
2023-11-01,Chicago Bulls,105,Dallas Mavericks,114,/boxscores/202311010DAL.html,,Dallas Mavericks
2023-11-01,Memphis Grizzlies,109,Utah Jazz,133,/boxscores/202311010UTA.html,,Utah Jazz
2023-11-01,Sacramento Kings,101,Golden State Warriors,102,/boxscores/202311010GSW.html,,Golden State Warriors
2023-11-01,Los Angeles Clippers,125,Los Angeles Lakers,130,/boxscores/202311010LAL.html,OT,Los Angeles Lakers
2023-11-02,Toronto Raptors,99,Philadelphia 76ers,114,/boxscores/202311020PHI.html,,Philadelphia 76ers
2023-11-02,Detroit Pistons,116,New Orleans Pelicans,125,/boxscores/202311020NOP.html,,New Orleans Pelicans
2023-11-02,Orlando Magic,115,Utah Jazz,113,/boxscores/202311020UTA.html,,Orlando Magic
2023-11-02,San Antonio Spurs,132,Phoenix Suns,121,/boxscores/202311020PHO.html,,San Antonio Spurs
2023-11-03,Cleveland Cavaliers,116,Indiana Pacers,121,/boxscores/202311030IND.html,,Indiana Pacers
2023-11-03,New York Knicks,105,Milwaukee Bucks,110,/boxscores/202311030MIL.html,,Milwaukee Bucks
2023-11-03,Brooklyn Nets,109,Chicago Bulls,107,/boxscores/202311030CHI.html,,Brooklyn Nets
2023-11-03,Washington Wizards,114,Miami Heat,121,/boxscores/202311030MIA.html,,Miami Heat
2023-11-03,Golden State Warriors,141,Oklahoma City Thunder,139,/boxscores/202311030OKC.html,,Golden State Warriors
2023-11-03,Dallas Mavericks,114,Denver Nuggets,125,/boxscores/202311030DEN.html,,Denver Nuggets
2023-11-03,Memphis Grizzlies,113,Portland Trail Blazers,115,/boxscores/202311030POR.html,OT,Portland Trail Blazers
2023-11-04,Phoenix Suns,100,Philadelphia 76ers,112,/boxscores/202311040PHI.html,,Philadelphia 76ers
2023-11-04,Charlotte Hornets,125,Indiana Pacers,124,/boxscores/202311040IND.html,,Charlotte Hornets
2023-11-04,Atlanta Hawks,123,New Orleans Pelicans,105,/boxscores/202311040NOP.html,,Atlanta Hawks
2023-11-04,Los Angeles Lakers,101,Orlando Magic,120,/boxscores/202311040ORL.html,,Orlando Magic
2023-11-04,Boston Celtics,124,Brooklyn Nets,114,/boxscores/202311040BRK.html,,Boston Celtics
2023-11-04,Sacramento Kings,89,Houston Rockets,107,/boxscores/202311040HOU.html,,Houston Rockets
2023-11-04,Utah Jazz,95,Minnesota Timberwolves,123,/boxscores/202311040MIN.html,,Minnesota Timberwolves
2023-11-04,Chicago Bulls,101,Denver Nuggets,123,/boxscores/202311040DEN.html,,Denver Nuggets
2023-11-05,Phoenix Suns,120,Detroit Pistons,106,/boxscores/202311050DET.html,,Phoenix Suns
2023-11-05,Toronto Raptors,123,San Antonio Spurs,116,/boxscores/202311050SAS.html,OT,Toronto Raptors
2023-11-05,Golden State Warriors,104,Cleveland Cavaliers,115,/boxscores/202311050CLE.html,,Cleveland Cavaliers
2023-11-05,Charlotte Hornets,118,Dallas Mavericks,124,/boxscores/202311050DAL.html,,Dallas Mavericks
2023-11-05,Memphis Grizzlies,112,Portland Trail Blazers,100,/boxscores/202311050POR.html,,Memphis Grizzlies
2023-11-06,Golden State Warriors,120,Detroit Pistons,109,/boxscores/202311060DET.html,,Golden State Warriors
2023-11-06,San Antonio Spurs,111,Indiana Pacers,152,/boxscores/202311060IND.html,,Indiana Pacers
2023-11-06,Dallas Mavericks,117,Orlando Magic,102,/boxscores/202311060ORL.html,,Dallas Mavericks
2023-11-06,Washington Wizards,128,Philadelphia 76ers,146,/boxscores/202311060PHI.html,,Philadelphia 76ers
2023-11-06,Milwaukee Bucks,129,Brooklyn Nets,125,/boxscores/202311060BRK.html,,Milwaukee Bucks
2023-11-06,Los Angeles Lakers,107,Miami Heat,108,/boxscores/202311060MIA.html,,Miami Heat
2023-11-06,Los Angeles Clippers,97,New York Knicks,111,/boxscores/202311060NYK.html,,New York Knicks
2023-11-06,Utah Jazz,113,Chicago Bulls,130,/boxscores/202311060CHI.html,,Chicago Bulls
2023-11-06,Sacramento Kings,97,Houston Rockets,122,/boxscores/202311060HOU.html,,Houston Rockets
2023-11-06,Boston Celtics,109,Minnesota Timberwolves,114,/boxscores/202311060MIN.html,OT,Minnesota Timberwolves
2023-11-06,Atlanta Hawks,117,Oklahoma City Thunder,126,/boxscores/202311060OKC.html,,Oklahoma City Thunder
2023-11-06,New Orleans Pelicans,116,Denver Nuggets,134,/boxscores/202311060DEN.html,,Denver Nuggets
2023-11-08,Washington Wizards,132,Charlotte Hornets,116,/boxscores/202311080CHO.html,,Washington Wizards
2023-11-08,Utah Jazz,118,Indiana Pacers,134,/boxscores/202311080IND.html,,Indiana Pacers
2023-11-08,Boston Celtics,103,Philadelphia 76ers,106,/boxscores/202311080PHI.html,,Philadelphia 76ers
2023-11-08,Los Angeles Clippers,93,Brooklyn Nets,100,/boxscores/202311080BRK.html,,Brooklyn Nets
2023-11-08,San Antonio Spurs,105,New York Knicks,126,/boxscores/202311080NYK.html,,New York Knicks
2023-11-08,Phoenix Suns,116,Chicago Bulls,115,/boxscores/202311080CHI.html,OT,Phoenix Suns
2023-11-08,Los Angeles Lakers,94,Houston Rockets,128,/boxscores/202311080HOU.html,,Houston Rockets
2023-11-08,Miami Heat,108,Memphis Grizzlies,102,/boxscores/202311080MEM.html,,Miami Heat
2023-11-08,Detroit Pistons,118,Milwaukee Bucks,120,/boxscores/202311080MIL.html,,Milwaukee Bucks
2023-11-08,New Orleans Pelicans,101,Minnesota Timberwolves,122,/boxscores/202311080MIN.html,,Minnesota Timberwolves
2023-11-08,Cleveland Cavaliers,120,Oklahoma City Thunder,128,/boxscores/202311080OKC.html,,Oklahoma City Thunder
2023-11-08,Toronto Raptors,127,Dallas Mavericks,116,/boxscores/202311080DAL.html,,Toronto Raptors
2023-11-08,Golden State Warriors,105,Denver Nuggets,108,/boxscores/202311080DEN.html,,Denver Nuggets
2023-11-08,Portland Trail Blazers,118,Sacramento Kings,121,/boxscores/202311080SAC.html,OT,Sacramento Kings
2023-11-09,Milwaukee Bucks,124,Indiana Pacers,126,/boxscores/202311090IND.html,,Indiana Pacers
2023-11-09,Atlanta Hawks,120,Orlando Magic,119,/boxscores/202311090ORL.html,,Atlanta Hawks
2023-11-10,Philadelphia 76ers,114,Detroit Pistons,106,/boxscores/202311100DET.html,,Philadelphia 76ers
2023-11-10,Charlotte Hornets,124,Washington Wizards,117,/boxscores/202311100WAS.html,,Charlotte Hornets
2023-11-10,Brooklyn Nets,107,Boston Celtics,121,/boxscores/202311100BOS.html,,Boston Celtics
2023-11-10,New Orleans Pelicans,101,Houston Rockets,104,/boxscores/202311100HOU.html,,Houston Rockets
2023-11-10,Utah Jazz,127,Memphis Grizzlies,121,/boxscores/202311100MEM.html,,Utah Jazz
2023-11-10,Minnesota Timberwolves,117,San Antonio Spurs,110,/boxscores/202311100SAS.html,,Minnesota Timberwolves
2023-11-10,Los Angeles Clippers,126,Dallas Mavericks,144,/boxscores/202311100DAL.html,,Dallas Mavericks
2023-11-10,Los Angeles Lakers,122,Phoenix Suns,119,/boxscores/202311100PHO.html,,Los Angeles Lakers
2023-11-10,Oklahoma City Thunder,98,Sacramento Kings,105,/boxscores/202311100SAC.html,,Sacramento Kings
2023-11-11,Milwaukee Bucks,97,Orlando Magic,112,/boxscores/202311110ORL.html,,Orlando Magic
2023-11-11,Toronto Raptors,94,Boston Celtics,117,/boxscores/202311110BOS.html,,Boston Celtics
2023-11-11,Miami Heat,117,Atlanta Hawks,109,/boxscores/202311110ATL.html,,Miami Heat
2023-11-11,Cleveland Cavaliers,118,Golden State Warriors,110,/boxscores/202311110GSW.html,,Cleveland Cavaliers
2023-11-12,Charlotte Hornets,107,New York Knicks,129,/boxscores/202311120NYK.html,,New York Knicks
2023-11-12,Washington Wizards,94,Brooklyn Nets,102,/boxscores/202311120BRK.html,,Brooklyn Nets
2023-11-12,Memphis Grizzlies,105,Los Angeles Clippers,101,/boxscores/202311120LAC.html,,Memphis Grizzlies
2023-11-12,Indiana Pacers,126,Philadelphia 76ers,137,/boxscores/202311120PHI.html,,Philadelphia 76ers
2023-11-12,Detroit Pistons,108,Chicago Bulls,119,/boxscores/202311120CHI.html,,Chicago Bulls
2023-11-12,Denver Nuggets,104,Houston Rockets,107,/boxscores/202311120HOU.html,,Houston Rockets
2023-11-12,Dallas Mavericks,136,New Orleans Pelicans,124,/boxscores/202311120NOP.html,,Dallas Mavericks
2023-11-12,Miami Heat,118,San Antonio Spurs,113,/boxscores/202311120SAS.html,,Miami Heat
2023-11-12,Oklahoma City Thunder,111,Phoenix Suns,99,/boxscores/202311120PHO.html,,Oklahoma City Thunder
2023-11-12,Minnesota Timberwolves,116,Golden State Warriors,110,/boxscores/202311120GSW.html,,Minnesota Timberwolves
2023-11-12,Portland Trail Blazers,110,Los Angeles Lakers,116,/boxscores/202311120LAL.html,,Los Angeles Lakers
2023-11-13,New York Knicks,98,Boston Celtics,114,/boxscores/202311130BOS.html,,Boston Celtics
2023-11-13,Washington Wizards,107,Toronto Raptors,111,/boxscores/202311130TOR.html,,Toronto Raptors
2023-11-13,Chicago Bulls,109,Milwaukee Bucks,118,/boxscores/202311130MIL.html,,Milwaukee Bucks
2023-11-13,Cleveland Cavaliers,120,Sacramento Kings,132,/boxscores/202311130SAC.html,,Sacramento Kings
2023-11-14,Miami Heat,111,Charlotte Hornets,105,/boxscores/202311140CHO.html,,Miami Heat
2023-11-14,Atlanta Hawks,126,Detroit Pistons,120,/boxscores/202311140DET.html,,Atlanta Hawks
2023-11-14,Indiana Pacers,132,Philadelphia 76ers,126,/boxscores/202311140PHI.html,,Indiana Pacers
2023-11-14,Orlando Magic,104,Brooklyn Nets,124,/boxscores/202311140BRK.html,,Brooklyn Nets
2023-11-14,San Antonio Spurs,87,Oklahoma City Thunder,123,/boxscores/202311140OKC.html,,Oklahoma City Thunder
2023-11-14,Dallas Mavericks,110,New Orleans Pelicans,131,/boxscores/202311140NOP.html,,New Orleans Pelicans
2023-11-14,Portland Trail Blazers,99,Utah Jazz,115,/boxscores/202311140UTA.html,,Utah Jazz
2023-11-14,Los Angeles Clippers,108,Denver Nuggets,111,/boxscores/202311140DEN.html,,Denver Nuggets
2023-11-14,Minnesota Timberwolves,104,Golden State Warriors,101,/boxscores/202311140GSW.html,,Minnesota Timberwolves
2023-11-14,Memphis Grizzlies,107,Los Angeles Lakers,134,/boxscores/202311140LAL.html,,Los Angeles Lakers
2023-11-15,Dallas Mavericks,130,Washington Wizards,117,/boxscores/202311150WAS.html,,Dallas Mavericks
2023-11-15,New York Knicks,116,Atlanta Hawks,114,/boxscores/202311150ATL.html,,New York Knicks
2023-11-15,Boston Celtics,117,Philadelphia 76ers,107,/boxscores/202311150PHI.html,,Boston Celtics
2023-11-15,Milwaukee Bucks,128,Toronto Raptors,112,/boxscores/202311150TOR.html,,Milwaukee Bucks
2023-11-15,Orlando Magic,96,Chicago Bulls,94,/boxscores/202311150CHI.html,,Orlando Magic
2023-11-15,Minnesota Timberwolves,115,Phoenix Suns,133,/boxscores/202311150PHO.html,,Phoenix Suns
2023-11-15,Sacramento Kings,125,Los Angeles Lakers,110,/boxscores/202311150LAL.html,,Sacramento Kings
2023-11-15,Cleveland Cavaliers,109,Portland Trail Blazers,95,/boxscores/202311150POR.html,,Cleveland Cavaliers
2023-11-16,Brooklyn Nets,115,Miami Heat,122,/boxscores/202311160MIA.html,,Miami Heat
2023-11-16,Oklahoma City Thunder,128,Golden State Warriors,109,/boxscores/202311160GSW.html,,Oklahoma City Thunder
2023-11-17,Milwaukee Bucks,130,Charlotte Hornets,99,/boxscores/202311170CHO.html,,Milwaukee Bucks
2023-11-17,New York Knicks,120,Washington Wizards,99,/boxscores/202311170WAS.html,,New York Knicks
2023-11-17,Philadelphia 76ers,126,Atlanta Hawks,116,/boxscores/202311170ATL.html,,Philadelphia 76ers
2023-11-17,Detroit Pistons,100,Cleveland Cavaliers,108,/boxscores/202311170CLE.html,,Cleveland Cavaliers
2023-11-17,Sacramento Kings,129,San Antonio Spurs,120,/boxscores/202311170SAS.html,,Sacramento Kings
2023-11-17,Boston Celtics,108,Toronto Raptors,105,/boxscores/202311170TOR.html,,Boston Celtics
2023-11-17,Orlando Magic,103,Chicago Bulls,97,/boxscores/202311170CHI.html,,Orlando Magic
2023-11-17,Denver Nuggets,110,New Orleans Pelicans,115,/boxscores/202311170NOP.html,,New Orleans Pelicans
2023-11-17,Los Angeles Lakers,107,Portland Trail Blazers,95,/boxscores/202311170POR.html,,Los Angeles Lakers
2023-11-17,Phoenix Suns,131,Utah Jazz,128,/boxscores/202311170UTA.html,,Phoenix Suns
2023-11-17,Houston Rockets,100,Los Angeles Clippers,106,/boxscores/202311170LAC.html,,Los Angeles Clippers
2023-11-18,New York Knicks,122,Charlotte Hornets,108,/boxscores/202311180CHO.html,,New York Knicks
2023-11-18,Minnesota Timberwolves,121,New Orleans Pelicans,120,/boxscores/202311180NOP.html,,Minnesota Timberwolves
2023-11-18,Miami Heat,97,Chicago Bulls,102,/boxscores/202311180CHI.html,,Chicago Bulls
2023-11-18,Dallas Mavericks,125,Milwaukee Bucks,132,/boxscores/202311180MIL.html,,Milwaukee Bucks
2023-11-18,Memphis Grizzlies,120,San Antonio Spurs,108,/boxscores/202311180SAS.html,,Memphis Grizzlies
2023-11-18,Oklahoma City Thunder,130,Golden State Warriors,123,/boxscores/202311180GSW.html,OT,Oklahoma City Thunder
2023-11-19,Philadelphia 76ers,121,Brooklyn Nets,99,/boxscores/202311190BRK.html,,Philadelphia 76ers
2023-11-19,Detroit Pistons,113,Toronto Raptors,142,/boxscores/202311190TOR.html,,Toronto Raptors
2023-11-19,Orlando Magic,128,Indiana Pacers,116,/boxscores/202311190IND.html,,Orlando Magic
2023-11-19,Denver Nuggets,109,Cleveland Cavaliers,121,/boxscores/202311190CLE.html,,Cleveland Cavaliers
2023-11-19,Sacramento Kings,129,Dallas Mavericks,113,/boxscores/202311190DAL.html,,Sacramento Kings
2023-11-19,Boston Celtics,102,Memphis Grizzlies,100,/boxscores/202311190MEM.html,,Boston Celtics
2023-11-19,Phoenix Suns,140,Utah Jazz,137,/boxscores/202311190UTA.html,2OT,Phoenix Suns
2023-11-19,Oklahoma City Thunder,134,Portland Trail Blazers,91,/boxscores/202311190POR.html,,Oklahoma City Thunder
2023-11-19,Houston Rockets,104,Los Angeles Lakers,105,/boxscores/202311190LAL.html,,Los Angeles Lakers
2023-11-20,Boston Celtics,118,Charlotte Hornets,121,/boxscores/202311200CHO.html,OT,Charlotte Hornets
2023-11-20,Denver Nuggets,107,Detroit Pistons,103,/boxscores/202311200DET.html,,Denver Nuggets
2023-11-20,Milwaukee Bucks,142,Washington Wizards,129,/boxscores/202311200WAS.html,,Milwaukee Bucks
2023-11-20,Miami Heat,118,Chicago Bulls,100,/boxscores/202311200CHI.html,,Miami Heat
2023-11-20,New York Knicks,100,Minnesota Timberwolves,117,/boxscores/202311200MIN.html,,Minnesota Timberwolves
2023-11-20,Sacramento Kings,93,New Orleans Pelicans,129,/boxscores/202311200NOP.html,,New Orleans Pelicans
2023-11-20,Los Angeles Clippers,124,San Antonio Spurs,99,/boxscores/202311200SAS.html,,Los Angeles Clippers
2023-11-20,Houston Rockets,116,Golden State Warriors,121,/boxscores/202311200GSW.html,,Golden State Warriors
2023-11-21,Toronto Raptors,107,Orlando Magic,126,/boxscores/202311210ORL.html,,Orlando Magic
2023-11-21,Indiana Pacers,157,Atlanta Hawks,152,/boxscores/202311210ATL.html,,Indiana Pacers
2023-11-21,Cleveland Cavaliers,122,Philadelphia 76ers,119,/boxscores/202311210PHI.html,OT,Cleveland Cavaliers
2023-11-21,Portland Trail Blazers,107,Phoenix Suns,120,/boxscores/202311210PHO.html,,Phoenix Suns
2023-11-21,Utah Jazz,99,Los Angeles Lakers,131,/boxscores/202311210LAL.html,,Los Angeles Lakers
2023-11-22,Washington Wizards,114,Charlotte Hornets,117,/boxscores/202311220CHO.html,,Charlotte Hornets
2023-11-22,Denver Nuggets,119,Orlando Magic,124,/boxscores/202311220ORL.html,,Orlando Magic
2023-11-22,Brooklyn Nets,145,Atlanta Hawks,147,/boxscores/202311220ATL.html,OT,Atlanta Hawks
2023-11-22,Milwaukee Bucks,116,Boston Celtics,119,/boxscores/202311220BOS.html,,Boston Celtics
2023-11-22,Miami Heat,129,Cleveland Cavaliers,96,/boxscores/202311220CLE.html,,Miami Heat
2023-11-22,Toronto Raptors,132,Indiana Pacers,131,/boxscores/202311220IND.html,,Toronto Raptors
2023-11-22,Memphis Grizzlies,91,Houston Rockets,111,/boxscores/202311220HOU.html,,Houston Rockets
2023-11-22,Philadelphia 76ers,99,Minnesota Timberwolves,112,/boxscores/202311220MIN.html,,Minnesota Timberwolves
2023-11-22,Sacramento Kings,112,New Orleans Pelicans,117,/boxscores/202311220NOP.html,,New Orleans Pelicans
2023-11-22,Chicago Bulls,102,Oklahoma City Thunder,116,/boxscores/202311220OKC.html,,Oklahoma City Thunder
2023-11-22,Los Angeles Clippers,109,San Antonio Spurs,102,/boxscores/202311220SAS.html,,Los Angeles Clippers
2023-11-22,Golden State Warriors,115,Phoenix Suns,123,/boxscores/202311220PHO.html,,Phoenix Suns
2023-11-22,Utah Jazz,105,Portland Trail Blazers,121,/boxscores/202311220POR.html,,Portland Trail Blazers
2023-11-22,Dallas Mavericks,104,Los Angeles Lakers,101,/boxscores/202311220LAL.html,,Dallas Mavericks
2023-11-24,Boston Celtics,96,Orlando Magic,113,/boxscores/202311240ORL.html,,Orlando Magic
2023-11-24,Phoenix Suns,110,Memphis Grizzlies,89,/boxscores/202311240MEM.html,,Phoenix Suns
2023-11-24,Miami Heat,98,New York Knicks,100,/boxscores/202311240NYK.html,,New York Knicks
2023-11-24,Chicago Bulls,108,Toronto Raptors,121,/boxscores/202311240TOR.html,,Toronto Raptors
2023-11-24,Denver Nuggets,86,Houston Rockets,105,/boxscores/202311240HOU.html,,Houston Rockets
2023-11-24,Detroit Pistons,113,Indiana Pacers,136,/boxscores/202311240IND.html,,Indiana Pacers
2023-11-24,Washington Wizards,128,Milwaukee Bucks,131,/boxscores/202311240MIL.html,,Milwaukee Bucks
2023-11-24,Sacramento Kings,124,Minnesota Timberwolves,111,/boxscores/202311240MIN.html,,Sacramento Kings
2023-11-24,San Antonio Spurs,112,Golden State Warriors,118,/boxscores/202311240GSW.html,,Golden State Warriors
2023-11-24,New Orleans Pelicans,116,Los Angeles Clippers,106,/boxscores/202311240LAC.html,,New Orleans Pelicans
2023-11-25,Philadelphia 76ers,127,Oklahoma City Thunder,123,/boxscores/202311250OKC.html,,Philadelphia 76ers
2023-11-25,Miami Heat,97,Brooklyn Nets,112,/boxscores/202311250BRK.html,,Brooklyn Nets
2023-11-25,Atlanta Hawks,136,Washington Wizards,108,/boxscores/202311250WAS.html,,Atlanta Hawks
2023-11-25,Los Angeles Lakers,121,Cleveland Cavaliers,115,/boxscores/202311250CLE.html,,Los Angeles Lakers
2023-11-25,New Orleans Pelicans,100,Utah Jazz,105,/boxscores/202311250UTA.html,,Utah Jazz
2023-11-25,Dallas Mavericks,88,Los Angeles Clippers,107,/boxscores/202311250LAC.html,,Los Angeles Clippers
2023-11-26,Portland Trail Blazers,102,Milwaukee Bucks,108,/boxscores/202311260MIL.html,,Milwaukee Bucks
2023-11-26,Atlanta Hawks,103,Boston Celtics,113,/boxscores/202311260BOS.html,,Boston Celtics
2023-11-26,Minnesota Timberwolves,119,Memphis Grizzlies,97,/boxscores/202311260MEM.html,,Minnesota Timberwolves
2023-11-26,Phoenix Suns,116,New York Knicks,113,/boxscores/202311260NYK.html,,Phoenix Suns
2023-11-26,Charlotte Hornets,117,Orlando Magic,130,/boxscores/202311260ORL.html,,Orlando Magic
2023-11-26,Chicago Bulls,109,Brooklyn Nets,118,/boxscores/202311260BRK.html,,Brooklyn Nets
2023-11-26,Toronto Raptors,102,Cleveland Cavaliers,105,/boxscores/202311260CLE.html,,Cleveland Cavaliers
2023-11-26,San Antonio Spurs,120,Denver Nuggets,132,/boxscores/202311260DEN.html,,Denver Nuggets
2023-11-27,Washington Wizards,126,Detroit Pistons,107,/boxscores/202311270DET.html,,Washington Wizards
2023-11-27,Portland Trail Blazers,114,Indiana Pacers,110,/boxscores/202311270IND.html,,Portland Trail Blazers
2023-11-27,Los Angeles Lakers,94,Philadelphia 76ers,138,/boxscores/202311270PHI.html,,Philadelphia 76ers
2023-11-27,New Orleans Pelicans,112,Utah Jazz,114,/boxscores/202311270UTA.html,,Utah Jazz
2023-11-27,Denver Nuggets,113,Los Angeles Clippers,104,/boxscores/202311270LAC.html,,Denver Nuggets
